Alignment,Character,Combat,Creator,Durability,Gender,Height,IQ,Intelligence,Level,Place_of_birth,Power,Species,Speed,Speed_velocity,Strength,Strength_force,Super_powers,Tier,Universe,Weight,combat_str,durability_str,height_str,intelligence_str,level_str,power_str,speed_str,speed_velocity_str,strength_str,strength_force_str,tier_str,weight_str,name,img_links
Bad,kazuyamishima,100,Namco,50,Male,"181 cm • 5'11.3""",140,70,3,Unknown,60,Demon,50,2997869,35,136078,"acrobatics,agility,aura,bloodlust,bullettime,coldresistance,dexterity,dreammanipulation,endurance,energybeams,energyblasts,energymanipulation,enhancedhearing,enhancedsight,explosionmanipulation,extrasensoryperception,fireresistance,flight,forcefields,jump,longevity,mastermartialartist,mastertactician,non-physicalinteraction,projection,reflexes,shockwavesgeneration,stamina,teleportation,toxinanddiseaseresistance,transformation,weaponsmaster,acceleratedhealing,chimanipulation,electricityabsorption,electricityresistance,electrokinesis,heatresistance,immortality,intangibility,paralysis,possession,possessionresistance,regeneration,soulresistance,telekinesis,vaporisingbeams,energyresistance",3,Tekken,76 kg • 167.55 lbs,combat96to100,durability50,height0-5,intelligence66to70,level3,power56to60,speed46to50,sv1000001-10000000,strength31to35,sf100001-1000000,tier3,weight1-1000,Kazuya Mishima (Devil Form),https://static.wikia.nocookie.net/villains/images/d/de/Kazuya_Tekken_8.png/revision/latest/scale-to-width-down/236?cb=20230131025523
Bad,kazuyamishima,100,Namco,30,Male,"181 cm • 5'11.3""",130,65,2,Unknown,50,Human,50,10000000,30,100000,"acrobatics,afterimagecreation,agility,aura,chimanipulation,dexterity,durability,electrokinesis,endurance,heatgeneration,intelligence,longevity,mastermartialartist,reflexes,stamina,weaponsmaster,acceleratedhealing,berserkmode,coldresistance,energyresistance,enhancedhearing,enhancedmemory,enhancedsight,extrasensoryperception,heatresistance,jump,mastertactician,mindcontrolresistance,possessionresistance,regeneration,soulresistance,swordsmanship,toxinanddiseaseresistance,electricityresistance,fireresistance,invulnerability",2,Tekken,76 kg • 167.55 lbs,combat96to100,durability30,height0-5,intelligence61to65,level2,power46to50,speed46to50,sv1000001-10000000,strength26to30,sf10001-100000,tier2,weight1-1000,Kazuya Mishima,https://static.wikia.nocookie.net/villains/images/d/de/Kazuya_Tekken_8.png/revision/latest/scale-to-width-down/236?cb=20230131025523
Bad,kavaxas,60,Nickelodeon,60,None,-,130,65,3,Unknown,90,Demon,25,60,25,5000,"flight,superstrength,telepathyresistance,energyblasts,firecontrol,invulnerability,necromancy,powerabsorption,soulmanipulation",5,TMNT 2012,-,combat56to60,durability60,heighthuge,intelligence61to65,level3,power86to90,speed21to25,sv1-1000,strength21to25,sf1001-5000,tier5,weightunknown,Kavaxas,https://static.wikia.nocookie.net/villains/images/b/b0/KeyLockerTwo_.png/revision/latest/scale-to-width-down/25?cb=20190630014215
Bad,justice,100,None,15,Male,-,115,60,2,Unknown,40,Human,35,3430,25,1500,"marksmanship,mastermartialartist,acrobatics,agility,reflexes,regeneration,supernaturalcondition,swordsmanship,weaponsmaster,immortality",1,Earth-616,-,combat96to100,durability15,heighthuge,intelligence56to60,level2,power36to40,speed31to35,sv1001-5000,strength21to25,sf1001-5000,tier1,weightunknown,Justice,https://static.wikia.nocookie.net/superheroes/images/0/03/Justice.png/revision/latest/scale-to-width-down/250?cb=20170627165557
Good,jessequick,50,DC Comics,35,Female,"175.3 cm • 5'9""",140,70,3,Queens New York City (New Earth),65,Human,75,150000000,30,80000,"acceleratedhealing,agility,durability,intelligence,speedforce,stamina,superspeed,superstrength,aura,flight,heatgeneration,heatresistance,intangibility,mastermartialartist,phasing,stealth",3,Prime Earth,61.2 kg • 134.92 lbs,combat46to50,durability35,height0-5,intelligence66to70,level3,power61to65,speed71to75,sv100000001-1000000000,strength26to30,sf10001-100000,tier3,weight1-1000,Jesse Quick,https://static.wikia.nocookie.net/superheroes/images/7/7b/Jesse_Quick.jpg/revision/latest/scale-to-width-down/250?cb=20230415001546
Good,ken,100,Capcom,15,Male,"177.8 cm • 5'10""",108,55,2,United States of America,45,Human,25,50,25,4000,"agility,durability,energybeams,energyblasts,enhancedmemory,enhancedsight,enhancedtouch,mastermartialartist,peakhumancondition,stamina,superspeed,superstrength,transformation,acrobatics,chimanipulation,endurance,energymanipulation,energyresistance,firecontrol,fireresistance,heatgeneration,heatresistance,jump,soulresistance,weaponsmaster,mattermanipulation,telepathyresistance",1,Street Fighter,74.8 kg • 164.91 lbs,combat96to100,durability15,height0-5,intelligence51to55,level2,power41to45,speed21to25,sv1-1000,strength21to25,sf1001-5000,tier1,weight1-1000,Ken,https://static.wikia.nocookie.net/villains/images/f/f7/KeyLocker.png/revision/latest/scale-to-width-down/25?cb=20190617223304
Good,kiddanger,30,Nickelodeon,30,Male,-,119,60,1,Unknown,50,Human,7,12,1,150,forcefields,1,Earth-616,-,combat26to30,durability30,heighthuge,intelligence56to60,level1,power46to50,speed6to10,sv1-1000,strength1to5,sf1-1000,tier1,weightunknown,Kid Danger,https://static.wikia.nocookie.net/superheroes/images/f/fb/Kid_Danger.png/revision/latest/scale-to-width-down/350?cb=20180922181654
Neutral,kingkong,50,IDW Publishing,40,Male,"45 m • 147'7.7""",130,65,2,Faro Island/Mondo Island,55,Kaiju,25,45,75,45000000,"animalattributes,coldresistance,electricityresistance,endurance,jawstrength,largesize,longevity,radiationimmunity,acceleratedhealing,acidresistants,agility,berserkmode,dexterity,dig,electricityabsorption,electrokinesis,energyresistance,grappling/climbing,heatresistance,instinctivereaction,invulnerability,jump,painsuppression,reflexes,toxinanddiseaseresistance,acrobatics,fireresistance,indomitablewill,informationanalysis,marksmanship,mechanicalaptitude,naturalweapons,stealth,weaponcreation,weapon-basedpowers",3,Toho,"20,500 ton • 45,194,763.71 lbs",combat46to50,durability40,height11-100,intelligence61to65,level2,power51to55,speed21to25,sv1-1000,strength71to75,sf10000001-100000000,tier3,weight10000001-100000000,King Kong (Showa),https://static.wikia.nocookie.net/superheroes/images/f/f7/9235C618-F45D-4730-8678-4EFB4415540D.jpeg/revision/latest?cb=20200505152901
Good,kingkong,60,Universal Studios,45,Male,"30.48 m • 100'0""",110,55,2,Skull Island,45,Animal,25,100,30,100000,"acrobatics,berserkmode,dexterity,durability,intelligence,stamina,superspeed,superstrength,agility,animalattributes,bloodlust,endurance,invulnerability,jump,largesize,longevity,naturalweapons,radiationimmunity,ragepower,reflexes,stealth,superbreath,toxinanddiseaseresistance,underwaterbreathing,regeneration,sonicscream,weaponsmaster",2,Earth-616,"2,147.48 ton • 4,734,390.92 lbs",combat56to60,durability45,height11-100,intelligence51to55,level2,power41to45,speed21to25,sv1-1000,strength26to30,sf10001-100000,tier2,weight1000001-10000000,King Kong,https://static.wikia.nocookie.net/superheroes/images/f/f7/9235C618-F45D-4730-8678-4EFB4415540D.jpeg/revision/latest?cb=20200505152901
Bad,labrava,10,Shueisha,15,Female,-,110,55,1,Unknown,50,Human,5,9,1,50,"hacking,loveinducement,poweraugmentation",1,MHA,-,combat6to10,durability15,heighthuge,intelligence51to55,level1,power46to50,speed1to5,sv1-1000,strength1to5,sf1-1000,tier1,weightunknown,La Brava,https://static.wikia.nocookie.net/villains/images/f/ff/Stop_hand.png/revision/latest/scale-to-width-down/20?cb=20080720204038
Good,kickass,75,Image Comics,10,Male,-,110,55,1,New York City,10,Human,7,12,1,125,"mastermartialartist,painsuppression,peakhumancondition,stamina,weaponsmaster,electrokinesis,endurance",1,Kick-Ass,-,combat71to75,durability10,heighthuge,intelligence51to55,level1,power6to10,speed6to10,sv1-1000,strength1to5,sf1-1000,tier1,weightunknown,Kick-Ass,https://static.wikia.nocookie.net/superheroes/images/a/a6/Kick-Ass-Comic-Cover.jpg/revision/latest/scale-to-width-down/250?cb=20130322040527
Good,kidinvincible,70,Skybound,50,Male,-,120,60,3,Unknown,50,None,75,117500000,100,1000000000,"accelerateddevelopment,acceleratedhealing,acrobatics,agility,coldresistance,dexterity,durability,endurance,fireresistance,flight,heatresistance,jump,longevity,peakhumancondition,stamina,superspeed,superstrength,berserkmode,enhancedcondition,enhancedhearing,enhancedmemory,enhancedsight,enhancedsmell,indomitablewill,invulnerability,marksmanship,mastermartialartist,mastertactician,radiationimmunity,reflexes,regeneration,interstellartravel,ragepower,self-sustenance",4,Invincible,-,combat66to70,durability50,heighthuge,intelligence56to60,level3,power46to50,speed71to75,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier4,weightunknown,Kid Invincible,https://static.wikia.nocookie.net/superheroes/images/f/f1/Kid_Invincible.jpeg/revision/latest/scale-to-width-down/250?cb=20230414002713
Bad,laufey,90,Marvel Comics,100,Male,-,90,45,5,Vanaheim,100,Frost Giant,100,1000000000,100,1000000000,"acceleratedhealing,cryokinesis,durability,elementcontrol,endurance,enhancedcondition,enhancedhearing,enhancedmemory,enhancedsight,enhancedsmell,enhancedtouch,reflexes,regeneration,superbreath,superstrength,windcontrol,aura,coldresistance,dexterity,electricityabsorption,electricityresistance,electrokinesis,energyabsorption,energybeams,energyblasts,energymanipulation,flight,godlyphysiology,invulnerability,longevity,magic,marksmanship,summoning",6,Earth-616,-,combat86to90,durability100,heighthuge,intelligence41to45,level5,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier6,weightunknown,Laufey,https://static.wikia.nocookie.net/villains/images/1/18/Laufey_Thor.png/revision/latest/scale-to-width-down/350?cb=20120121195912
Bad,leviathan,30,Marvel Comics,30,Unknown,-,90,45,2,Unknown,45,Alien,25,100,35,200000,"coldresistance,durability,stamina,superspeed,superstrength,animalattributes,animalorientedpowers,electricityresistance,endurance,energyresistance,fireresistance,flight,heatresistance,longevity,naturalarmor,radiationimmunity,interstellartravel,invulnerability,naturalweapons",2,MCU,-,combat26to30,durability30,heighthuge,intelligence41to45,level2,power41to45,speed21to25,sv1-1000,strength31to35,sf100001-1000000,tier2,weightunknown,Leviathan,https://static.wikia.nocookie.net/villains/images/c/c2/Warning.gif/revision/latest/scale-to-width-down/95?cb=20190420195710
Good,kidomniman,60,Skybound,45,Male,-,140,70,3,Unknown,40,Alien,70,79000000,100,1000000000,"accelerateddevelopment,acceleratedhealing,coldresistance,durability,flight,intelligence,jump,longevity,stamina,superspeed,superstrength,acrobatics,agility,berserkmode,bionics,dexterity,electricityresistance,endurance,enhancedcondition,enhancedhearing,enhancedmemory,enhancedsight,enhancedsmell,fireresistance,heatresistance,indomitablewill,interstellartravel,invulnerability,latentabilities,mastermartialartist,radiationimmunity,reflexes,regeneration,stealth,telepathy,ragepower",4,Invincible,-,combat56to60,durability45,heighthuge,intelligence66to70,level3,power36to40,speed66to70,sv10000001-100000000,strength96to100,sf100000001-1000000000,tier4,weightunknown,Kid Omni-Man,https://static.wikia.nocookie.net/superheroes/images/b/b3/Kid_Omni-Man.jpeg/revision/latest/scale-to-width-down/250?cb=20230414002623
Neutral,ladydeath,45,Dynamite Entertainment,100,None,-,170,85,5,Unknown,100,God / Eternal,100,1000000000,30,100000,"acceleratedhealing,agility,dimensionalawareness,dimensionaltravel,elementcontrol,energyconstructs,enhancedhearing,enhancedsight,flight,forcefields,hellfiremanipulation,hellfireresistance,immortality,intelligence,invulnerability,levitation,magic,necromancy,phasing,reflexes,soulmanipulation,stamina,superspeed,superstrength,teleportation,watercontrol,weathercontrol,windcontrol,clairvoyance,coldresistance,deathtouch,electrokinesis,energyarmor,heatgeneration,heatresistance,illumination,intangibility,lightcontrol,magicresistance,marksmanship,mindcontrolresistance,powerabsorption,powerbestowal,powernullifier,telekinesis,weaponsmaster",7,Earth-616,-,combat41to45,durability100,heighthuge,intelligence81to85,level5,power96to100,speed96to100,sv100000001-1000000000,strength26to30,sf10001-100000,tier7,weightunknown,Lady Death,https://static.wikia.nocookie.net/villains/images/c/c2/Warning.gif/revision/latest/scale-to-width-down/95?cb=20190420195710
Good,lockjaw,40,Marvel Comics,80,Male,"149.9 cm • 4'11""",100,50,3,"Island of Attilan, Atlantic Ocean",80,Inhuman,75,100000000,75,10000000,"agility,animalattributes,coldresistance,dimensionaltravel,energyabsorption,energyblasts,energymanipulation,energyresistance,enhancedhearing,enhancedmemory,enhancedsight,enhancedsmell,extrasensoryperception,fireresistance,heatgeneration,heatresistance,interstellartravel,naturalweapons,reflexes,stamina,teleportation,toxinanddiseaseresistance,acceleratedhealing,dexterity,electricityresistance,endurance,jump,psionicpowers,radiationimmunity",5,Earth-616,"562 kg • 1,239 lbs",combat36to40,durability80,height0-5,intelligence46to50,level3,power76to80,speed71to75,sv10000001-100000000,strength71to75,sf1000001-10000000,tier5,weight1001-5000,Lockjaw,https://static.wikia.nocookie.net/superheroes/images/6/65/Lockjaw.jpg/revision/latest/scale-to-width-down/250?cb=20151229151428
Good,lionheart,70,Marvel Comics,50,Female,"165.1 cm • 5'5""",140,70,2,Unknown,40,Human,35,4000,55,1050000,"agility,dexterity,durability,intelligence,peakhumancondition,stamina,superspeed,superstrength,swordsmanship,weaponsmaster,accelerateddevelopment,acrobatics,bullettime,coldresistance,endurance,energybeams,energyblasts,energyresistance,enhancedcondition,enhancedhearing,enhancedsight,fireresistance,flight,forcefields,heatresistance,indomitablewill,invulnerability,magic,magicresistance,marksmanship,mastermartialartist,radiationimmunity,reflexes,supernaturalcondition,vaporisingbeams,vision-night,vision-telescopic,weapon-basedpowers",3,Earth-616,58.97 kg • 130.01 lbs,combat66to70,durability50,height0-5,intelligence66to70,level2,power36to40,speed31to35,sv1001-5000,strength51to55,sf1000001-10000000,tier3,weight1-1000,Lionheart,https://static.wikia.nocookie.net/superheroes/images/7/7a/Lionheart.jpg/revision/latest?cb=20231015192732
Bad,lavos,90,Square Enix,100,Male,-,200,100,6,Unknown,100,None,100,1000000000,100,1000000000,"abilityshift,accelerateddevelopment,acceleratedhealing,acidresistants,adaptation,afterimagecreation,agemanipulation,agility,amber,animalattributes,animalcontrol,animalorientedpowers,animatedshadow,antimattermanipulation,apathy,apotheosis,astraltrap,astraltravel,attacknegation,attackreflection,audiocontrol,aura,berserkmode,biokinesis,blackholemanipulation,bloodmanipulation,bloodlust,camouflage,causalitymanipulation,chaosmanipulation,chemokinesis,clairvoyance,clairvoyanceresistance,cloning,coldresistance,conceptualmanipulation,corruption,corruptionresistance,cosmicawareness,creation,cursemanipulation,curseresistance,damageboost,damagereduction,damagetransferal,dangersense,darkmagic,darkforcemanipulation,datamanipulation,deathmanipulation,deathtouch,decayembodiment,deconstruction,densitycontrol,dexterity,dig,dimensionstorage,dimensionalawareness,dimensionaltravel,dreammanipulation,durability,durabilitynegation,echolocation,ectoplasmmanipulation,electricaltransport,electricityabsorption,electricityresistance,electro-magnetismmanipulation,electrokinesis,elementcontrol,elementaltransmogrification,emotionalpowerup,empathy,endurance,energyconstructs,energyembodiment,energymanipulation,energyresistance,enhancedcondition,enhancedhearing,enhancedmemory,enhancedsight,enhancedsmell,enhancedtouch,existenceerasure,existenceerasureresistance,explosionmanipulation,extrasensoryperception,fatemanipulation,fateresistance,fearinducement,fearmanipulation,firecontrol,fireresistance,flight,forcefields,fusion,godlyphysiology,gravitycontrol,heatgeneration,heatresistance,hellfireresistance,higherdimensionalmanipulation,holyresistance,homingattack,hopeinducement,hyperkinesis,hypnokinesis,illusionresistance,illusions,immortalitynegation,indestructibledigestion,indomitablewill,informationanalysis,informationmanipulation,inorganicphysiology,instinctivereaction,intangibility,intelligence,interstellartravel,intuitiveaptitude,invisibility,invulnerability,largesize,latentabilities,lawmanipulation,levitation,lifemanipulation,longevity,madnessmanipulation,magic,magicabsorption,magicresistance,magnetism,mattermanipulation,memorymanipulation,metalmanipulation,mindcontrol,mindcontrolresistance,mindtransfer,moralitymanipulation,multiplelimbs,multiplepersonalities,naturalweapons,necromancy,nigh-omnipresence,nigh-omniscience,non-physicalinteraction,nothingnessaspectmanifestation,oculartechniques,omni-sense,omnikinesis,omnilingualism,omnilock,orbing,organicmanipulation,originmanipulation,painmanipulation,painsuppression,paralysis,pataphysicsmanipulation,perfectrecollection,photographicreflexes,physicalanomaly,physicsmanipulation,plasmamanipulation,plotmanipulation,plotmanipulationresistance,pocketdimensions,portalcreation,possession,possessionresistance,powerabsorption,powerbestowal,powermimicry,powermimicryimmunity,powermodification,powernullifier,precognition,preparation,probabilitymanipulation,projection,psionicpowers,psychometry,quantummanipulation,radarsense,radiationcontrol,radiationimmunity,rageinducement,ragepower,reactiveevolution,reactivepowerlevel,realitywarping,realitywarpingresistance,reflexes,regeneration,regenerationnegation,resurrection,sealing,seismicpower,self-sustenance,sensemanipulation,separation,shadowmanipulation,shockwavesgeneration,sizechanging,sleepmanipulation,smokemanipulation,soulmanipulation,soulresistance,soundmanipulation,spaceflight,spatialawareness,spatialcommunication,spatialmanipulation,stamina,statisticsamplification,statisticsreduction,statuseffectinducement,stealth,subatomicmanipulation,substancesecretion,summoning,superspeed,superstrength,supernaturalcondition,supremepower,technologicalpossession,telekinesis,telepathy,telepathyresistance,teleportation,timemanipulationresistance,toxinanddiseasecontrol,toxinanddiseaseresistance,transduality,truthmanipulation,umbrakinesis,underwaterbreathing,unholyresistance,uni-power,vaporisingbeams,vehicularmastery,vibrationmanipulation,vision-infrared,vision-microscopic,vision-night,vision-telescopic,vitakinesis,voidmanipulation,vortexcreation,watercontrol,weaponcreation,weaponsummoning,weapon-basedpowers,weaponsmaster,weathercontrol,windcontrol,zenith,acausality,acidmanipulation,anti-gravity,antiforcemanipulation,astralprojection,avatarcreation,banish,bodypuppetry,bullettime,causalityresistance,cryokinesis,divinepowers,divinity,duplication,energyabsorption,energyblasts,entropyprojection,exorcism,holymanipulation,illumination,immortality,lightcontrol,liquidtransmutation,magmamanipulation,matterabsorption,mechanicalaptitude,metaphysicsmanipulation,molecularcombustion,moleculardissipation,molecularimmobilization,molecularmanipulation,molecularoscillation,non-corporeal,petrification,phasing,powerprimordial,powersense,purification,radiationabsorption,shapeshifting,socialinfluencing,spiritcontrol,subjectivereality,surfacescaling,terrakinesis,timemanipulation,timetravel,transformation,unholymanipulation,vision-cryo,vision-x-ray,wishing",8,Chrono,-,combat86to90,durability100,heighthuge,intelligence96to100,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier8,weightunknown,Lavos,https://static.wikia.nocookie.net/villains/images/7/73/Lavos.jpg/revision/latest/scale-to-width-down/350?cb=20090403141109
